study_hours,attendance_rate,assignments_completed,participation_score,parent_education,final_score,top_student
44.1,67.5,19,0.8,1,342.75,0
4.4,54.6,2,9.6,5,4784.4,1
44.8,70.2,0,6.5,2,5386.2,1
20.0,79.4,6,0.5,5,1213.65,0
20.7,67.5,3,3.1,2,734.73,0
5.6,51.3,18,9.7,2,6087.25,1
42.9,91.3,19,5.5,4,4742.68,1
39.5,82.4,13,0.4,4,1243.26,0
37.9,92.6,19,2.7,1,2566.09,0
22.8,62.0,12,6.5,4,6445.6,1
1.9,67.0,1,6.1,3,3573.47,0
5.6,62.0,5,7.7,2,5496.27,1
14.4,58.1,6,9.8,1,5730.67,1
27.0,74.6,12,7.2,3,4090.15,1
35.8,67.5,19,0.1,2,2308.22,0
42.8,57.1,10,9.3,4,6668.19,1
24.2,68.8,4,3.7,5,3042.24,0
24.5,51.3,9,7.5,4,4620.72,1
31.9,86.5,16,0.1,3,2173.41,0
34.6,75.4,2,8.4,5,5630.42,1
33.5,65.8,7,0.2,5,2834.35,0
3.2,88.8,10,3.4,4,3085.36,0
13.1,87.3,15,9.1,2,5549.78,1
22.1,91.6,1,5.9,4,4919.75,1
28.6,88.4,13,8.2,4,5655.41,1
36.8,78.8,9,9.9,5,6983.74,1
18.0,51.6,3,1.4,1,0.0,0
30.7,94.4,6,4.1,5,3605.0,0
30.7,100.0,8,7.3,3,4008.83,1
35.1,68.1,10,5.5,1,3690.37,0
5.4,64.3,10,4.6,1,3941.2,1
27.7,86.2,10,0.3,2,1987.12,0
46.2,81.2,4,5.2,5,2870.78,0
40.1,56.5,15,2.2,3,1325.69,0
26.4,62.9,6,4.4,2,2551.82,0
1.8,62.6,0,0.9,2,2346.81,0
39.2,67.1,16,2.3,5,2794.85,0
33.5,85.1,14,6.4,1,4517.5,1
47.6,61.7,6,9.6,5,7542.57,1
21.3,71.0,0,5.7,2,3031.82,0
32.2,98.4,1,1.7,2,1990.29,0
49.3,97.7,13,6.3,4,5086.47,1
29.4,50.5,5,9.4,3,7846.93,1
11.2,93.0,14,9.1,3,6698.54,1
39.6,81.0,3,9.7,1,6894.45,1
0.4,58.1,5,2.4,4,2366.6,0
30.6,90.9,15,0.5,3,1677.19,0
26.0,92.8,2,4.1,5,3372.04,0
4.6,78.7,18,3.1,3,2016.54,0
48.8,55.3,5,4.5,5,4057.81,1
27.4,87.8,4,7.4,4,3427.07,0
29.9,60.9,10,0.5,5,1412.75,0
34.1,88.8,19,1.0,2,2371.06,0
31.5,86.9,3,7.9,3,5177.0,1
22.5,63.9,4,7.3,1,4654.1,1
5.0,51.5,17,7.9,3,6024.31,1
27.1,63.6,11,0.3,3,0.0,0
5.4,65.9,16,6.8,1,2448.44,0
1.5,53.0,5,3.6,2,2509.56,0
0.1,64.5,10,9.7,1,5545.92,1
34.0,60.3,4,6.7,2,3655.11,0
14.3,51.0,7,5.1,3,4418.0,1
39.0,74.3,4,6.1,2,2692.65,0
18.1,70.6,7,1.1,3,2941.74,0
19.2,52.6,5,1.3,4,1410.21,0
3.3,66.6,15,9.9,1,6813.38,1
9.3,59.1,10,8.4,1,4767.07,1
1.7,51.8,0,5.5,5,5292.38,1
33.3,92.1,17,9.2,5,7065.97,1
36.4,97.8,15,5.2,2,5696.76,1
47.1,71.0,10,2.7,3,3145.84,0
26.8,94.4,19,8.1,1,5830.24,1
43.8,53.2,3,8.9,5,7953.0,1
4.2,89.3,4,2.0,4,3247.99,0
22.8,72.6,7,6.1,5,5748.51,1
47.5,50.2,0,7.7,3,4999.69,1
15.4,81.4,14,6.6,1,4305.58,1
22.9,88.2,3,2.3,2,1202.11,0
6.9,81.1,17,5.5,1,4950.01,1
24.8,52.7,12,6.8,2,4389.68,1
4.6,78.0,17,2.4,1,1519.68,0
28.1,66.4,3,1.2,1,1544.05,0
43.3,91.6,16,9.9,2,7275.84,1
17.2,73.3,15,0.0,4,1640.12,0
48.1,87.8,2,3.9,2,799.59,0
7.7,86.7,10,3.1,5,1740.48,0
24.5,98.3,0,3.7,1,3272.98,0
33.5,85.4,3,1.8,1,1386.06,0
45.0,60.3,3,0.5,1,753.04,0
5.6,67.9,3,6.1,2,3811.72,0
2.5,69.9,1,1.5,2,1875.21,0
21.3,75.0,4,9.4,3,6207.91,1
33.7,63.4,15,6.0,2,4424.9,1
10.8,74.0,2,5.1,3,1655.19,0
21.0,86.1,15,5.6,5,4349.8,1
30.5,71.8,14,1.8,5,864.81,0
39.1,50.0,17,2.6,3,1051.46,0
22.2,57.1,15,5.4,1,4053.46,1
46.9,59.4,14,4.4,5,4036.77,1
45.8,96.8,6,3.6,1,2504.31,0
49.0,67.3,11,9.0,5,7476.48,1
22.3,87.3,1,5.3,3,4252.29,1
30.5,76.0,2,9.2,1,7477.0,1
36.5,91.9,4,0.7,1,1272.57,0
41.4,77.7,14,3.0,1,2337.16,0
48.2,92.7,1,0.0,1,1087.36,0
37.9,97.5,7,9.2,1,5898.75,1
48.8,77.2,5,8.4,5,6281.84,1
29.6,66.6,17,9.0,5,7084.11,1
1.2,91.1,14,9.9,1,5239.85,1
15.1,94.6,15,8.7,5,7064.62,1
19.2,73.6,9,9.9,2,7171.36,1
35.2,77.2,15,7.9,5,7135.01,1
27.7,83.3,5,3.5,1,1873.0,0
37.3,67.7,9,9.6,4,7084.41,1
21.5,80.5,18,9.6,4,8038.83,1
15.8,96.2,5,8.5,5,3578.74,0
30.7,93.6,6,2.9,4,3731.29,0
32.8,65.5,0,2.6,3,1146.34,0
5.0,88.6,2,9.0,4,6630.48,1
36.0,97.6,7,1.6,1,1583.97,0
4.1,75.6,18,8.6,1,5838.58,1
20.2,67.7,15,1.7,4,2576.08,0
2.4,72.3,11,2.0,3,3080.7,0
4.4,91.0,6,0.7,5,3498.77,0
34.8,51.7,12,3.1,2,3098.61,0
45.1,57.2,19,0.0,5,3368.86,0
9.2,86.7,14,0.4,3,1141.14,0
35.0,81.3,12,1.6,1,3107.17,0
22.0,69.5,7,3.9,2,3282.29,0
33.4,90.1,5,6.6,4,5369.05,1
43.1,82.9,3,7.9,4,5572.21,1
42.1,76.3,13,4.0,4,3319.81,0
23.7,63.2,2,6.3,3,5043.85,1
17.4,60.9,0,7.4,2,3774.42,0
25.3,64.8,0,8.7,1,4667.89,1
19.6,52.1,13,7.5,5,6904.33,1
19.7,89.6,0,1.5,1,901.01,0
45.9,76.1,10,5.5,5,3797.52,0
20.5,57.9,15,6.2,4,3375.11,0
16.9,70.6,5,6.1,2,3926.29,1
29.0,95.2,2,1.8,4,912.98,0
5.7,81.6,7,7.5,1,5950.24,1
24.4,91.6,3,2.7,3,1396.18,0
16.8,62.3,14,0.9,1,1275.07,0
18.6,89.1,17,8.8,4,6852.13,1
10.2,63.1,12,6.0,4,4165.36,1
2.7,71.2,0,1.8,2,1453.63,0
9.2,50.1,7,1.7,4,2214.1,0
2.9,59.8,6,2.8,3,3197.94,0
26.3,89.1,16,2.4,1,3013.09,0
16.4,77.4,10,8.9,2,4282.75,1
14.8,91.5,6,8.3,2,3887.81,1
7.1,50.8,13,9.7,4,6991.96,1
0.9,81.6,13,8.9,2,4230.3,1
16.0,74.3,13,7.9,5,5664.84,1
28.1,68.6,10,3.8,3,3455.02,0
29.3,64.6,18,0.6,2,2507.57,0
18.8,85.6,18,6.6,4,6326.52,1
0.2,70.7,19,7.7,4,6277.27,1
36.7,96.3,1,2.0,4,2270.68,0
9.0,61.8,0,1.9,1,1302.59,0
39.5,85.5,1,5.4,1,4434.4,1
19.4,50.9,13,3.7,2,4624.33,1
24.2,64.7,12,1.5,2,2237.32,0
41.2,72.7,19,0.3,5,1992.01,0
39.0,74.7,9,1.2,2,428.32,0
5.5,53.8,0,4.7,2,2388.99,0
50.0,68.7,13,8.6,4,6845.51,1
10.4,77.5,19,2.6,5,4001.25,1
16.5,73.5,12,3.3,1,3513.05,0
1.1,73.8,4,4.9,4,4472.84,1
47.8,92.2,7,0.5,4,2356.55,0
20.8,51.0,1,6.4,2,2100.82,0
0.9,61.8,4,6.7,5,5618.24,1
30.2,70.4,12,0.1,5,0.0,0
15.6,92.2,6,6.3,4,5787.32,1
46.8,98.1,3,0.0,1,1165.62,0
26.3,74.8,9,9.9,3,6533.33,1
30.0,90.8,10,0.8,5,1267.4,0
22.3,91.8,8,9.0,4,5627.33,1
4.1,88.2,4,0.5,2,635.88,0
18.0,60.3,7,5.1,1,3420.9,0
18.3,77.9,6,5.2,3,3530.96,0
6.1,84.7,19,7.0,3,6480.76,1
31.5,65.6,8,4.8,3,3085.88,0
32.0,60.6,18,7.8,4,5737.15,1
18.0,89.4,2,2.1,3,968.0,0
43.6,70.3,13,6.8,5,5119.98,1
30.5,88.8,5,5.0,1,4179.93,1
24.1,53.1,19,9.5,3,6882.85,1
29.9,59.2,5,4.7,2,2544.44,0
1.6,77.6,11,5.0,4,5220.92,1
20.8,87.7,19,0.6,3,2612.91,0
39.6,91.3,0,2.7,5,3927.42,1
30.2,96.7,7,8.8,5,6421.67,1
47.8,59.0,7,5.9,4,5286.73,1
3.8,99.2,16,0.4,1,464.26,0
17.6,83.6,9,5.7,4,2628.69,0
15.5,83.1,7,0.6,1,372.51,0
40.7,71.8,4,7.5,2,5566.19,1
34.7,67.3,10,5.1,1,2265.38,0
38.4,78.5,5,6.8,1,4769.1,1
28.3,53.7,10,1.5,3,2664.63,0
27.0,77.6,6,7.7,4,6229.79,1
40.2,96.1,1,5.6,3,3960.39,1
21.5,58.3,17,8.7,2,4336.78,1
26.8,97.6,19,7.7,4,5640.12,1
34.9,55.0,16,9.1,3,4273.05,1
0.4,52.0,5,8.0,5,6499.32,1
33.3,99.3,7,1.3,4,2193.89,0
7.8,64.1,19,2.4,4,2567.79,0
8.7,98.7,18,0.0,3,0.0,0
32.7,95.0,2,4.1,2,2758.45,0
13.4,87.5,17,8.6,1,5416.1,1
27.8,76.8,13,8.3,1,5345.74,1
48.6,59.7,17,9.3,5,6669.03,1
12.6,60.8,4,3.1,3,1249.11,0
2.6,74.0,12,6.1,1,3083.41,0
13.0,74.5,18,0.6,1,166.21,0
48.6,71.2,18,2.4,4,3741.67,0
35.8,73.5,4,3.0,2,2272.02,0
45.4,90.2,12,0.7,2,2490.58,0
45.5,97.3,10,9.4,4,6539.67,1
15.1,86.9,8,7.7,2,3583.83,0
35.7,54.1,3,4.2,4,4122.59,1
21.4,96.4,4,3.4,1,695.44,0
41.9,64.5,14,7.4,5,4739.13,1
37.7,71.1,16,4.7,4,2774.73,0
44.2,99.4,4,9.4,2,4746.24,1
41.6,75.0,17,3.5,3,4304.58,1
23.8,71.2,11,10.0,2,5443.19,1
13.3,95.3,8,5.0,3,5033.9,1
49.5,52.3,0,9.5,5,6156.68,1
46.2,52.3,19,2.0,3,1995.51,0
9.6,74.5,11,9.7,2,4605.79,1
4.0,93.5,19,4.1,2,3064.14,0
4.2,70.8,12,7.5,5,3359.9,0
28.5,75.0,14,0.9,5,2824.85,0
34.3,83.9,3,9.9,3,4256.11,1
29.7,53.1,17,8.3,1,4787.44,1
20.5,69.6,19,5.8,1,4036.36,1
48.9,97.8,11,4.2,2,4942.37,1
0.0,89.9,11,8.6,5,5541.68,1
12.3,60.1,13,8.9,1,5216.92,1
45.4,75.8,5,9.0,5,7183.77,1
3.8,76.3,17,5.4,4,4906.05,1
15.5,79.2,10,5.2,3,3587.35,0
23.3,72.3,9,7.5,1,4366.08,1
25.4,56.8,7,8.6,4,6191.76,1
9.1,63.0,18,4.7,2,3663.34,0
35.0,96.3,10,3.8,1,3385.04,0
3.8,98.2,5,6.6,4,6459.46,1
17.2,68.2,19,5.8,4,6737.33,1
3.1,56.0,14,4.2,4,3186.02,0
32.5,54.3,13,6.7,3,2574.54,0
24.6,78.7,16,9.4,4,5626.48,1
21.2,84.5,3,3.5,1,2216.5,0
11.1,99.3,18,7.0,4,5078.11,1
7.1,97.8,7,4.5,5,3882.27,1
16.0,84.4,13,9.9,5,8007.85,1
9.0,54.9,16,2.4,1,1842.67,0
0.9,73.9,1,1.0,5,1030.18,0
18.3,75.2,2,0.5,3,1050.18,0
34.8,77.7,19,0.5,1,2026.55,0
24.7,72.2,9,5.9,5,5187.81,1
14.5,57.7,5,2.5,3,3301.59,0
3.6,95.1,18,4.3,1,4311.29,1
23.2,65.4,3,1.3,5,2736.14,0
11.9,59.0,16,3.9,4,4359.22,1
13.2,55.8,19,1.8,2,2073.34,0
9.7,54.3,9,8.3,5,4178.66,1
36.5,68.0,17,6.4,5,5514.1,1
8.7,77.3,0,0.6,5,1066.76,0
21.7,89.8,9,7.2,1,3230.79,0
16.7,71.7,7,2.5,3,1297.62,0
13.9,50.9,0,2.5,5,1603.65,0
13.3,61.6,7,6.7,2,5260.86,1
33.2,98.2,5,3.0,4,1693.56,0
47.3,94.0,7,6.5,5,5129.91,1
10.1,61.3,9,5.1,2,4896.63,1
27.5,91.3,16,2.5,2,2856.47,0
30.1,51.1,11,7.4,1,5078.71,1
28.6,86.0,8,3.4,4,2132.87,0
45.0,80.1,1,3.5,3,3829.49,0
7.9,82.4,2,5.3,2,3027.66,0
45.0,95.0,17,8.6,2,5234.51,1
8.0,71.5,8,1.1,5,2830.64,0
22.7,69.4,16,3.0,3,2582.86,0
33.5,90.8,19,1.7,1,3657.08,0
24.1,82.6,1,7.9,3,3957.96,1
34.0,66.8,12,8.5,2,5208.98,1
18.1,61.4,10,4.2,5,2077.72,0
1.9,99.6,9,5.9,2,2721.66,0
19.3,82.6,18,3.9,4,3153.59,0
14.5,99.1,2,4.6,2,3135.85,0
0.7,91.0,6,0.6,5,2973.81,0
5.7,77.3,8,9.6,3,6434.56,1
45.7,79.1,2,5.1,2,2468.11,0
37.0,58.0,18,2.2,1,3356.94,0
42.7,69.5,18,4.5,5,3918.71,1
4.2,81.2,3,5.6,4,4376.3,1
0.9,90.5,8,3.7,2,2609.42,0
37.5,92.2,17,4.7,3,3594.77,0
41.7,67.3,12,4.2,1,3649.98,0
26.8,73.8,9,9.6,3,5851.52,1
41.2,75.1,0,4.6,4,2707.57,0
38.2,75.3,17,3.0,2,2976.38,0
46.2,62.0,18,4.6,4,4855.24,1
39.4,70.2,9,4.9,3,3657.78,0
45.4,96.9,16,9.4,5,5881.32,1
45.8,53.6,19,2.1,3,2155.63,0
39.1,83.9,9,3.0,1,1671.55,0
5.7,77.4,11,0.6,4,2628.91,0
26.6,95.3,10,8.9,2,4022.69,1
2.1,84.5,16,6.7,5,5442.17,1
8.1,66.5,12,5.2,5,6213.46,1
7.3,70.0,17,1.5,1,2276.95,0
24.9,71.1,0,1.5,3,1011.06,0
13.0,94.2,11,2.0,4,2662.57,0
13.1,83.3,5,3.7,5,3129.95,0
41.9,89.6,14,5.1,3,3416.42,0
18.0,56.8,0,1.3,2,2102.57,0
12.8,59.4,11,5.5,1,4689.85,1
33.6,60.9,19,8.9,4,4980.8,1
6.2,87.4,4,4.7,1,1098.37,0
20.5,60.4,8,7.7,5,4631.76,1
2.5,75.7,4,6.4,5,3558.78,0
14.3,87.3,13,4.3,3,1977.69,0
19.6,83.0,4,0.9,3,2445.34,0
15.4,58.2,9,1.0,5,1900.73,0
32.5,77.1,5,2.1,1,836.66,0
22.3,72.3,11,8.9,2,5479.66,1
44.8,56.1,16,5.7,5,6283.32,1
14.4,58.8,9,2.9,4,2428.61,0
32.9,52.6,7,8.8,4,4427.41,1
34.1,74.4,12,1.3,1,3265.8,0
5.1,61.7,7,4.9,1,3782.26,0
9.7,66.4,14,5.8,4,4637.23,1
8.0,90.5,4,4.7,2,3100.37,0
24.0,78.1,12,0.6,5,1396.25,0
38.6,77.1,19,8.9,4,7196.66,1
10.0,58.0,15,6.3,4,7420.76,1
31.3,73.3,5,5.1,5,2366.58,0
31.3,61.4,10,5.5,4,3632.11,0
41.4,56.1,0,5.1,2,3269.85,0
24.9,61.3,12,9.1,2,7024.67,1
43.1,84.9,4,8.5,5,5930.4,1
23.7,69.4,8,1.1,5,728.87,0
4.4,80.9,2,2.6,1,1784.47,0
38.6,54.4,17,1.5,4,2420.73,0
37.8,71.6,15,3.8,3,4025.76,1
27.7,60.6,4,1.5,1,752.28,0
14.4,71.5,11,1.8,2,0.0,0
34.3,96.7,12,8.9,3,5143.19,1
17.8,87.3,2,5.4,3,3381.61,0
31.8,73.8,0,2.0,1,2315.01,0
7.5,77.1,1,4.0,4,1514.3,0
9.3,90.8,14,0.7,4,2041.84,0
26.8,83.9,12,5.6,2,4346.08,1
14.6,81.2,5,0.7,5,2124.9,0
4.1,51.2,5,1.0,4,461.04,0
48.7,79.4,16,3.1,3,2525.47,0
33.4,84.4,8,1.3,4,3701.48,0
1.3,91.9,15,5.8,5,4197.16,1
37.0,60.0,3,3.9,3,3562.61,0
4.0,95.0,16,6.9,4,4941.64,1
33.1,78.2,5,9.7,3,5566.52,1
34.5,77.7,18,2.4,1,2039.77,0
49.4,61.7,6,6.9,4,4491.19,1
36.9,76.9,17,0.7,2,101.63,0
31.8,98.0,4,9.1,4,5967.91,1
10.9,57.3,8,6.6,5,4531.69,1
35.4,88.1,7,1.6,5,2207.86,0
5.2,76.0,13,6.8,3,4816.87,1
45.8,80.5,15,1.1,5,2310.58,0
17.7,64.5,11,8.5,1,3445.29,0
18.1,86.3,11,5.3,2,2472.76,0
1.5,62.5,10,5.5,2,2488.02,0
37.6,90.9,12,8.8,4,6764.35,1
42.2,68.3,0,5.8,4,3892.06,1
34.1,57.6,17,7.1,1,5038.49,1
15.6,63.2,7,4.3,4,3559.01,0
37.8,56.3,19,3.9,3,4373.78,1
1.1,77.4,12,4.1,5,3119.53,0
35.9,63.9,10,2.6,3,1946.57,0
14.7,92.4,16,4.8,4,5258.74,1
11.1,50.4,17,9.9,1,7365.35,1
41.2,64.0,14,6.4,5,4671.52,1
28.8,59.0,9,7.5,5,5935.66,1
38.8,75.2,12,5.6,2,4827.37,1
7.9,50.3,4,0.8,5,2900.31,0
4.1,52.8,9,7.3,4,5412.41,1
8.3,56.8,12,9.1,2,6306.14,1
31.2,63.7,7,2.7,4,3128.23,0
34.0,64.7,6,7.4,3,5178.79,1
15.0,96.7,7,2.6,2,2099.52,0
2.0,80.9,11,4.3,3,1276.38,0
45.4,51.4,5,9.5,1,4049.32,1
4.8,62.4,19,5.6,1,3876.67,1
43.6,52.0,18,1.5,3,1326.66,0
25.7,73.7,15,1.6,3,3308.63,0
34.4,85.9,6,0.4,5,726.96,0
6.5,53.5,19,6.1,2,5158.06,1
45.8,75.7,11,6.9,1,4923.35,1
36.3,96.1,6,8.1,3,4936.12,1
39.1,86.6,10,5.3,2,2312.05,0
44.4,87.3,19,5.5,2,5034.36,1
5.7,74.4,17,8.6,4,5089.51,1
47.7,68.1,11,8.4,4,7063.58,1
44.9,55.2,9,3.2,5,3236.27,0
23.8,89.6,2,8.6,4,4900.26,1
27.3,76.7,10,6.9,1,3842.82,0
8.9,58.5,18,9.9,3,7420.69,1
12.1,58.0,6,4.0,4,1830.39,0
10.1,88.6,14,1.9,4,4178.56,1
41.2,79.5,18,6.2,1,4464.11,1
42.6,59.3,15,2.8,1,3492.36,0
11.4,55.0,2,6.9,1,3051.49,0
42.6,68.9,19,3.3,4,5445.99,1
1.8,62.9,0,9.0,1,5439.13,1
25.7,64.0,4,5.5,5,3125.58,0
46.8,98.3,6,6.9,2,3421.36,0
42.1,76.8,0,9.4,4,4753.51,1
10.0,58.0,14,4.7,4,3792.63,0
5.9,64.2,7,3.3,1,1486.78,0
48.9,87.3,17,9.9,5,7611.85,1
0.2,79.2,15,0.1,5,3817.98,0
40.2,52.3,18,6.1,4,4974.08,1
17.6,93.1,6,3.5,5,4028.44,1
22.4,93.7,19,4.6,3,888.14,0
47.1,68.7,10,5.8,1,4163.51,1
49.6,72.0,7,7.1,2,4029.87,1
3.3,72.5,0,1.2,3,529.43,0
3.4,66.7,9,0.6,3,3903.43,1
25.4,61.8,11,3.6,2,2260.55,0
16.3,74.6,15,0.2,2,1209.91,0
4.4,75.9,3,5.2,2,4588.21,1
36.7,94.5,7,8.1,5,5935.34,1
26.2,86.3,9,1.3,2,2466.89,0
31.4,70.5,3,9.3,1,4662.65,1
42.6,54.3,10,7.4,5,5293.09,1
33.9,87.6,9,7.5,2,4594.79,1
45.9,69.9,4,1.3,5,3868.88,1
17.6,70.7,6,8.8,2,4993.06,1
46.9,64.8,11,2.0,3,1439.41,0
7.8,72.3,0,0.1,3,1344.86,0
48.1,83.6,4,8.0,1,5817.53,1
9.7,62.9,14,5.4,5,4110.82,1
1.2,79.4,17,4.2,2,2631.53,0
27.9,65.5,16,6.3,4,4593.75,1
42.5,96.9,0,5.4,2,2760.92,0
28.1,73.8,15,2.1,2,2604.27,0
6.8,87.7,1,7.4,3,2650.01,0
5.4,50.4,0,8.1,1,3609.55,0
4.4,85.5,17,9.1,5,6682.71,1
34.1,68.3,19,1.9,5,4596.03,1
13.3,77.7,1,3.1,3,3426.44,0
4.0,68.2,16,2.2,5,5387.11,1
39.2,59.7,18,8.9,1,6400.95,1
29.9,81.9,15,2.9,4,3453.16,0
11.9,78.0,7,0.5,2,1679.49,0
14.6,76.3,18,4.8,2,4236.66,1
44.7,94.3,11,7.6,2,5291.75,1
4.9,67.7,5,9.2,3,6222.93,1
18.6,80.2,12,3.5,2,1711.68,0
19.5,79.0,2,8.4,2,6174.22,1
17.7,69.2,2,5.7,3,3262.39,0
27.2,71.0,12,8.8,2,5204.47,1
8.8,98.7,8,7.7,3,5513.6,1
14.9,92.3,5,8.6,1,2779.44,0
25.8,78.9,19,9.5,1,5510.49,1
1.6,78.3,18,5.5,5,6360.11,1
49.9,50.3,8,7.7,2,5118.1,1
22.8,54.7,15,8.0,5,5195.21,1
18.9,61.8,10,7.2,4,6136.97,1
5.1,78.9,10,4.7,3,3712.29,0
34.6,100.0,12,0.9,5,2736.7,0
6.7,71.7,7,3.6,4,3190.28,0
32.7,94.0,12,6.1,3,5245.98,1
32.8,98.8,7,3.8,3,2723.38,0
18.1,91.4,1,9.9,1,6013.29,1
20.6,61.2,3,9.5,3,6164.66,1
1.6,73.7,18,1.0,3,819.7,0
33.2,88.3,8,7.5,5,6172.08,1
4.0,71.0,15,2.9,2,2832.72,0
29.3,75.3,1,3.5,4,1875.56,0
20.4,52.9,9,6.1,2,4525.48,1
8.3,80.0,6,3.6,5,2084.96,0
19.0,94.5,1,6.2,5,4232.5,1
22.2,72.1,11,8.7,1,5810.27,1
49.0,75.2,1,4.4,1,3514.21,0
8.2,87.6,0,8.0,1,3983.66,1
33.2,92.4,19,9.2,4,6635.2,1
34.0,51.2,18,5.0,3,4201.91,1
20.4,58.8,10,8.8,1,3734.12,0
42.0,60.9,18,2.5,5,5003.75,1
18.9,79.5,13,6.0,5,5433.77,1
24.8,76.0,9,2.7,2,1375.97,0
23.3,66.2,0,5.1,2,3424.97,0
33.0,99.7,7,5.9,4,4818.39,1
0.6,63.6,13,3.5,5,4690.16,1
32.8,84.0,19,4.0,2,4040.2,1
14.6,51.9,12,0.6,2,1849.44,0
11.2,92.4,4,2.4,3,2849.44,0
12.2,84.6,17,6.5,3,6527.77,1
40.4,88.7,11,3.4,4,5106.32,1
29.1,54.6,14,2.1,2,2866.3,0
0.1,69.7,10,0.8,4,3373.93,0
1.9,96.1,9,3.2,1,2251.98,0
30.1,50.9,0,2.0,3,3703.07,0
11.8,79.8,14,4.9,4,5275.21,1
45.4,83.0,17,5.6,1,2685.71,0
16.0,64.6,3,9.0,5,7401.38,1
5.6,76.8,17,1.0,2,1281.43,0
16.7,64.2,13,8.5,4,5612.12,1
37.9,71.3,19,5.4,5,4737.12,1
36.6,65.8,12,4.1,2,2642.75,0
32.2,80.3,15,2.9,4,4650.08,1
30.5,63.8,18,9.6,4,6582.36,1
13.2,78.5,1,0.4,5,2205.95,0
2.8,67.1,14,8.7,5,6260.81,1
3.1,61.6,7,0.1,3,3949.53,1
35.0,86.7,4,7.9,5,5090.88,1
21.6,61.2,6,9.1,3,4425.83,1
9.4,51.5,6,0.0,2,907.48,0
36.1,66.2,16,6.5,3,3342.18,0
46.9,92.3,3,0.6,2,784.56,0
35.5,55.1,3,2.4,5,4852.97,1
10.8,60.7,11,7.8,1,5128.48,1
30.0,60.9,12,8.2,1,5052.68,1
7.5,91.4,17,9.6,2,6421.29,1
29.9,73.5,16,8.1,2,5356.76,1
7.2,78.5,3,4.1,2,2662.73,0
37.9,82.6,6,0.2,5,306.62,0
37.8,86.7,6,5.5,4,3615.59,0
21.0,51.5,1,7.0,2,2981.55,0
13.5,79.5,6,7.0,4,4122.57,1
23.3,79.3,11,2.8,2,2447.83,0
20.4,79.1,10,1.0,5,724.11,0
10.4,86.8,10,1.6,5,2434.98,0
43.1,82.5,3,9.4,5,6348.52,1
5.4,85.7,13,9.1,5,5928.59,1
37.6,78.1,1,8.8,3,4739.16,1
42.7,89.9,14,4.4,2,4626.77,1
20.6,71.4,4,2.2,4,1203.51,0
21.8,89.5,10,6.8,5,5683.0,1
33.9,76.5,19,9.7,3,6325.92,1
44.0,91.1,7,5.0,5,3191.72,0
12.2,67.4,11,7.9,2,5438.21,1
20.5,68.1,9,3.5,1,3188.28,0
24.3,93.1,15,0.3,2,3504.07,0
21.9,89.0,2,1.4,3,1448.39,0
12.3,84.4,10,7.1,5,5289.0,1
15.3,58.2,12,4.5,2,3002.14,0
1.4,84.1,9,4.0,4,2470.98,0
7.9,55.7,1,8.2,5,5373.11,1
37.0,61.4,17,6.7,3,5145.96,1
24.7,64.1,10,6.3,1,4109.6,1
4.3,88.8,1,8.4,3,3588.74,0
39.7,57.3,8,2.7,4,4711.59,1
10.3,80.7,14,7.6,5,6563.79,1
37.6,82.9,17,5.7,4,4060.14,1
1.8,65.8,7,8.1,4,6560.72,1
18.0,99.6,7,7.4,5,7300.93,1
14.9,66.2,17,6.5,3,4871.3,1
30.4,81.4,12,8.8,2,5727.56,1
39.7,55.7,16,1.2,1,2407.4,0
30.3,71.6,7,0.5,3,3046.09,0
43.2,85.4,3,5.3,5,4332.31,1
35.0,75.6,5,3.1,4,3915.11,1
3.9,63.2,13,6.2,2,4416.36,1
18.6,94.6,13,0.8,3,2749.19,0
16.9,74.7,5,2.7,4,2207.06,0
34.1,69.2,2,8.6,5,5832.62,1
49.5,57.8,11,2.3,4,1985.01,0
41.8,98.8,19,4.3,3,3341.98,0
23.8,99.4,13,1.7,2,2456.67,0
4.5,85.8,7,7.1,3,3357.7,0
49.2,97.2,17,4.9,5,3322.09,0
16.0,74.8,9,9.2,4,6207.74,1
32.4,94.7,8,9.2,1,3631.6,0
26.0,86.6,1,7.6,4,5672.09,1
32.6,77.7,4,3.0,1,3316.14,0
36.2,74.4,17,7.6,3,5142.02,1
26.9,99.2,18,2.5,3,2272.08,0
25.4,54.2,7,4.3,3,4467.43,1
13.7,89.3,15,4.2,4,5245.3,1
22.5,94.9,1,8.9,1,4698.23,1
26.8,59.8,1,5.3,5,5553.78,1
20.5,59.8,7,6.2,5,3954.69,1
25.1,72.3,11,6.8,2,3501.49,0
2.2,67.2,9,0.9,1,0.0,0
3.9,86.8,12,2.9,2,4727.36,1
2.2,89.5,17,7.6,5,7080.14,1
10.0,68.6,12,7.3,2,2325.89,0
49.6,86.7,2,3.7,2,2328.36,0
36.4,50.6,5,5.8,2,4000.22,1
39.0,80.8,0,5.3,4,4509.7,1
26.4,95.5,13,1.1,1,1671.31,0
44.9,60.4,12,0.8,4,2300.99,0
14.4,70.2,12,3.5,2,2574.61,0
44.8,58.3,8,5.1,1,4853.98,1
17.7,58.8,19,4.5,3,5786.1,1
3.0,69.3,16,7.9,4,6639.97,1
19.9,77.7,15,4.5,2,4364.31,1
7.2,67.9,15,5.1,5,5401.05,1
36.3,77.9,3,7.1,3,3870.36,1
